,lon,lat,month,observation
82460,-159.5,40.5,2,11.483001
82461,-158.5,40.5,2,11.625001
82462,-157.5,40.5,2,11.705001
82463,-156.5,40.5,2,11.758
82464,-155.5,40.5,2,11.833
82465,-154.5,40.5,2,11.900001
82466,-153.5,40.5,2,12.068001
82467,-152.5,40.5,2,12.200001
82468,-151.5,40.5,2,12.403001
82469,-150.5,40.5,2,12.653001
82470,-149.5,40.5,2,12.920001
82471,-148.5,40.5,2,13.143001
82472,-147.5,40.5,2,13.3550005
82473,-146.5,40.5,2,13.590001
82474,-145.5,40.5,2,13.733001
82475,-144.5,40.5,2,13.81
82476,-143.5,40.5,2,13.848001
82477,-142.5,40.5,2,13.838
82478,-141.5,40.5,2,13.840001
82479,-140.5,40.5,2,13.835001
82480,-139.5,40.5,2,13.8550005
82481,-138.5,40.5,2,13.870001
82482,-137.5,40.5,2,13.933001
82483,-136.5,40.5,2,13.893001
82484,-135.5,40.5,2,13.863001
82485,-134.5,40.5,2,13.783001
82486,-133.5,40.5,2,13.590001
82487,-132.5,40.5,2,13.348001
82488,-131.5,40.5,2,13.015
82489,-130.5,40.5,2,12.588
82490,-129.5,40.5,2,12.153001
82491,-128.5,40.5,2,11.753
82492,-127.5,40.5,2,11.385
82493,-126.5,40.5,2,11.1050005
82494,-125.5,40.5,2,10.878
82495,-124.5,40.5,2,10.675
82548,-71.5,40.5,2,4.668
82549,-70.5,40.5,2,5.2130003
82550,-69.5,40.5,2,5.8880005
82551,-68.5,40.5,2,6.7430005
82552,-67.5,40.5,2,7.8180003
82553,-66.5,40.5,2,9.135
82554,-65.5,40.5,2,10.708
82555,-64.5,40.5,2,12.308001
82556,-63.5,40.5,2,13.820001
82557,-62.5,40.5,2,14.973001
82558,-61.5,40.5,2,15.820001
82559,-60.5,40.5,2,16.443
82560,-59.5,40.5,2,16.773
82561,-58.5,40.5,2,17.09
82562,-57.5,40.5,2,17.318
82563,-56.5,40.5,2,17.348001
82564,-55.5,40.5,2,16.965
82565,-54.5,40.5,2,16.685001
82566,-53.5,40.5,2,16.585001
82567,-52.5,40.5,2,16.525002
82568,-51.5,40.5,2,16.368
82569,-50.5,40.5,2,16.278
82570,-49.5,40.5,2,16.153
82571,-48.5,40.5,2,16.178001
82572,-47.5,40.5,2,16.383001
82573,-46.5,40.5,2,16.633001
82574,-45.5,40.5,2,16.783
82575,-44.5,40.5,2,16.873001
82576,-43.5,40.5,2,16.835001
82577,-42.5,40.5,2,16.623001
82578,-41.5,40.5,2,16.413
82579,-40.5,40.5,2,16.183
82580,-39.5,40.5,2,16.013
82581,-38.5,40.5,2,15.898001
82582,-37.5,40.5,2,15.815001
82583,-36.5,40.5,2,15.703001
82584,-35.5,40.5,2,15.563001
82585,-34.5,40.5,2,15.403001
82586,-33.5,40.5,2,15.243001
82587,-32.5,40.5,2,15.145
82588,-31.5,40.5,2,15.095
82589,-30.5,40.5,2,15.06
82590,-29.5,40.5,2,14.823001
82591,-28.5,40.5,2,14.673
82592,-27.5,40.5,2,14.495001
82593,-26.5,40.5,2,14.380001
82594,-25.5,40.5,2,14.328001
82595,-24.5,40.5,2,14.395
82596,-23.5,40.5,2,14.423
82597,-22.5,40.5,2,14.443001
82598,-21.5,40.5,2,14.395
82599,-20.5,40.5,2,14.308001
82600,-19.5,40.5,2,14.315001
82601,-18.5,40.5,2,14.335001
82602,-17.5,40.5,2,14.360001
82603,-16.5,40.5,2,14.275001
82604,-15.5,40.5,2,14.22
82605,-14.5,40.5,2,14.128
82606,-13.5,40.5,2,14.0130005
82607,-12.5,40.5,2,13.848001
82608,-11.5,40.5,2,13.718
82609,-10.5,40.5,2,13.68
82610,-9.5,40.5,2,13.708
82623,3.5,40.5,2,13.653001
82624,4.5,40.5,2,13.750001
82625,5.5,40.5,2,13.85
82626,6.5,40.5,2,13.920001
82627,7.5,40.5,2,13.950001
82631,11.5,40.5,2,14.203001
82632,12.5,40.5,2,14.383
82633,13.5,40.5,2,14.6
82750,130.5,40.5,2,4.793
82751,131.5,40.5,2,4.7400002
82752,132.5,40.5,2,4.598
82753,133.5,40.5,2,4.743
82754,134.5,40.5,2,5.15
82755,135.5,40.5,2,5.71
82756,136.5,40.5,2,6.26
82757,137.5,40.5,2,6.7850003
82758,138.5,40.5,2,7.0880003
82762,142.5,40.5,2,4.743
82763,143.5,40.5,2,4.2980003
82764,144.5,40.5,2,4.155
82765,145.5,40.5,2,4.215
82766,146.5,40.5,2,4.315
82767,147.5,40.5,2,4.813
82768,148.5,40.5,2,5.6200004
82769,149.5,40.5,2,6.425
82770,150.5,40.5,2,7.2180004
82771,151.5,40.5,2,7.9200006
82772,152.5,40.5,2,8.545
82773,153.5,40.5,2,8.878
82774,154.5,40.5,2,9.04
82775,155.5,40.5,2,8.96
82776,156.5,40.5,2,8.805
82777,157.5,40.5,2,8.8550005
82778,158.5,40.5,2,8.985001
82779,159.5,40.5,2,9.168
82780,160.5,40.5,2,9.223001
82781,161.5,40.5,2,9.143001
82782,162.5,40.5,2,9.080001
82783,163.5,40.5,2,9.153001
82784,164.5,40.5,2,9.383
82785,165.5,40.5,2,9.728001
82786,166.5,40.5,2,10.173
82787,167.5,40.5,2,10.583
82788,168.5,40.5,2,10.935
82789,169.5,40.5,2,11.248
82790,170.5,40.5,2,11.370001
82791,171.5,40.5,2,11.488001
82792,172.5,40.5,2,11.500001
82793,173.5,40.5,2,11.488001
82794,174.5,40.5,2,11.528001
82795,175.5,40.5,2,11.59
82796,176.5,40.5,2,11.635
82797,177.5,40.5,2,11.695001
82798,178.5,40.5,2,11.653001
82799,179.5,40.5,2,11.608001
82800,-179.5,39.5,2,12.348001
82801,-178.5,39.5,2,12.333
82802,-177.5,39.5,2,12.373
82803,-176.5,39.5,2,12.343
82804,-175.5,39.5,2,12.288
82805,-174.5,39.5,2,12.280001
82806,-173.5,39.5,2,12.203001
82807,-172.5,39.5,2,12.168
82808,-171.5,39.5,2,12.065001
82809,-170.5,39.5,2,12.055
82810,-169.5,39.5,2,12.015
82811,-168.5,39.5,2,12.015
82812,-167.5,39.5,2,12.02
82813,-166.5,39.5,2,11.975
82814,-165.5,39.5,2,11.898001
82815,-164.5,39.5,2,11.89
82816,-163.5,39.5,2,11.875001
82817,-162.5,39.5,2,11.898001
82818,-161.5,39.5,2,12.035001
82819,-160.5,39.5,2,12.14
82820,-159.5,39.5,2,12.223001
82821,-158.5,39.5,2,12.278001
82822,-157.5,39.5,2,12.348001
82823,-156.5,39.5,2,12.400001
82824,-155.5,39.5,2,12.498
82825,-154.5,39.5,2,12.578001
82826,-153.5,39.5,2,12.670001
82827,-152.5,39.5,2,12.828001
82828,-151.5,39.5,2,13.040001
82829,-150.5,39.5,2,13.328001
82830,-149.5,39.5,2,13.573001
82831,-148.5,39.5,2,13.870001
82832,-147.5,39.5,2,14.065001
82833,-146.5,39.5,2,14.223001
82834,-145.5,39.5,2,14.343
82835,-144.5,39.5,2,14.440001
82836,-143.5,39.5,2,14.463
82837,-142.5,39.5,2,14.410001
82838,-141.5,39.5,2,14.3880005
82839,-140.5,39.5,2,14.405001
82840,-139.5,39.5,2,14.443001
82841,-138.5,39.5,2,14.455001
82842,-137.5,39.5,2,14.4800005
82843,-136.5,39.5,2,14.47
82844,-135.5,39.5,2,14.410001
82845,-134.5,39.5,2,14.250001
82846,-133.5,39.5,2,14.018001
82847,-132.5,39.5,2,13.765
82848,-131.5,39.5,2,13.448001
82849,-130.5,39.5,2,13.085001
82850,-129.5,39.5,2,12.703001
82851,-128.5,39.5,2,12.325001
82852,-127.5,39.5,2,11.963
82853,-126.5,39.5,2,11.650001
82854,-125.5,39.5,2,11.348001
82855,-124.5,39.5,2,11.133
82906,-73.5,39.5,2,4.7450004
82907,-72.5,39.5,2,6.1080003
82908,-71.5,39.5,2,7.5150003
82909,-70.5,39.5,2,8.713
82910,-69.5,39.5,2,9.863001
82911,-68.5,39.5,2,10.973001
82912,-67.5,39.5,2,12.1380005
82913,-66.5,39.5,2,13.445001
82914,-65.5,39.5,2,14.860001
82915,-64.5,39.5,2,16.085001
82916,-63.5,39.5,2,17.045
82917,-62.5,39.5,2,17.820002
82918,-61.5,39.5,2,18.393002
82919,-60.5,39.5,2,18.703001
82920,-59.5,39.5,2,19.003
82921,-58.5,39.5,2,19.113
82922,-57.5,39.5,2,19.095001
82923,-56.5,39.5,2,19.065
82924,-55.5,39.5,2,18.76
82925,-54.5,39.5,2,18.660002
82926,-53.5,39.5,2,18.615002
82927,-52.5,39.5,2,18.543001
82928,-51.5,39.5,2,18.418001
82929,-50.5,39.5,2,18.318
82930,-49.5,39.5,2,18.12
82931,-48.5,39.5,2,17.95
82932,-47.5,39.5,2,17.758001
82933,-46.5,39.5,2,17.593
82934,-45.5,39.5,2,17.445002
82935,-44.5,39.5,2,17.293001
82936,-43.5,39.5,2,17.140001
82937,-42.5,39.5,2,16.94
82938,-41.5,39.5,2,16.725
82939,-40.5,39.5,2,16.558
82940,-39.5,39.5,2,16.425001
82941,-38.5,39.5,2,16.263
82942,-37.5,39.5,2,16.093
82943,-36.5,39.5,2,15.970001
82944,-35.5,39.5,2,15.940001
82945,-34.5,39.5,2,15.875001
82946,-33.5,39.5,2,15.918001
82947,-32.5,39.5,2,15.85
82948,-31.5,39.5,2,15.745001
82949,-30.5,39.5,2,15.570001
82950,-29.5,39.5,2,15.300001
82951,-28.5,39.5,2,15.050001
82952,-27.5,39.5,2,14.833001
82953,-26.5,39.5,2,14.748001
82954,-25.5,39.5,2,14.738001
82955,-24.5,39.5,2,14.795001
82956,-23.5,39.5,2,14.815001
82957,-22.5,39.5,2,14.913001
82958,-21.5,39.5,2,14.860001
82959,-20.5,39.5,2,14.793001
82960,-19.5,39.5,2,14.820001
82961,-18.5,39.5,2,14.793001
82962,-17.5,39.5,2,14.765
82963,-16.5,39.5,2,14.768001
82964,-15.5,39.5,2,14.68
82965,-14.5,39.5,2,14.603001
82966,-13.5,39.5,2,14.428
82967,-12.5,39.5,2,14.300001
82968,-11.5,39.5,2,14.175001
82969,-10.5,39.5,2,14.05
82970,-9.5,39.5,2,13.973001
82981,1.5,39.5,2,13.8
82982,2.5,39.5,2,14.018001
82983,3.5,39.5,2,14.153001
82984,4.5,39.5,2,14.285001
82985,5.5,39.5,2,14.375001
82986,6.5,39.5,2,14.420001
82987,7.5,39.5,2,14.393001
82991,11.5,39.5,2,14.288001
82992,12.5,39.5,2,14.43
82993,13.5,39.5,2,14.625001
82994,14.5,39.5,2,14.805
82995,15.5,39.5,2,14.950001
82998,18.5,39.5,2,14.985001
82999,19.5,39.5,2,15.025001
83004,24.5,39.5,2,14.703001
83005,25.5,39.5,2,14.718
83099,119.5,39.5,2,1.2950001
83100,120.5,39.5,2,1.1750001
83103,123.5,39.5,2,2.4080002
83108,128.5,39.5,2,5.525
83109,129.5,39.5,2,5.76
83110,130.5,39.5,2,6.3830004
83111,131.5,39.5,2,6.793
83112,132.5,39.5,2,7.1050005
83113,133.5,39.5,2,7.353
83114,134.5,39.5,2,7.6700006
83115,135.5,39.5,2,7.9680004
83116,136.5,39.5,2,8.278001
83117,137.5,39.5,2,8.403001
83118,138.5,39.5,2,8.258
83122,142.5,39.5,2,5.965
83123,143.5,39.5,2,5.6600003
83124,144.5,39.5,2,5.82
83125,145.5,39.5,2,6.2200003
83126,146.5,39.5,2,6.6080003
83127,147.5,39.5,2,7.2100005
83128,148.5,39.5,2,8.015
83129,149.5,39.5,2,8.690001
83130,150.5,39.5,2,9.313001
83131,151.5,39.5,2,9.7630005
83132,152.5,39.5,2,10.043
83133,153.5,39.5,2,10.288
83134,154.5,39.5,2,10.42
83135,155.5,39.5,2,10.435
83136,156.5,39.5,2,10.435
83137,157.5,39.5,2,10.523001
83138,158.5,39.5,2,10.580001
83139,159.5,39.5,2,10.685
83140,160.5,39.5,2,10.715
83141,161.5,39.5,2,10.67
83142,162.5,39.5,2,10.715
83143,163.5,39.5,2,10.853001
83144,164.5,39.5,2,11.1050005
83145,165.5,39.5,2,11.580001
83146,166.5,39.5,2,11.913
83147,167.5,39.5,2,12.26
83148,168.5,39.5,2,12.545001
83149,169.5,39.5,2,12.718
83150,170.5,39.5,2,12.803
83151,171.5,39.5,2,12.853001
83152,172.5,39.5,2,12.823001
83153,173.5,39.5,2,12.713
83154,174.5,39.5,2,12.635
83155,175.5,39.5,2,12.558001
83156,176.5,39.5,2,12.435
83157,177.5,39.5,2,12.365001
83158,178.5,39.5,2,12.318001
83159,179.5,39.5,2,12.308001
83160,-179.5,38.5,2,12.868001
83161,-178.5,38.5,2,12.908001
83162,-177.5,38.5,2,12.918
83163,-176.5,38.5,2,12.908001
83164,-175.5,38.5,2,12.93
83165,-174.5,38.5,2,12.893001
83166,-173.5,38.5,2,12.85
83167,-172.5,38.5,2,12.773001
83168,-171.5,38.5,2,12.668
83169,-170.5,38.5,2,12.645
83170,-169.5,38.5,2,12.613001
83171,-168.5,38.5,2,12.563001
83172,-167.5,38.5,2,12.563001
83173,-166.5,38.5,2,12.528001
83174,-165.5,38.5,2,12.508
83175,-164.5,38.5,2,12.495001
83176,-163.5,38.5,2,12.508
83177,-162.5,38.5,2,12.575001
83178,-161.5,38.5,2,12.630001
83179,-160.5,38.5,2,12.715
83180,-159.5,38.5,2,12.77
83181,-158.5,38.5,2,12.838
83182,-157.5,38.5,2,12.883
83183,-156.5,38.5,2,12.950001
83184,-155.5,38.5,2,13.078001
83185,-154.5,38.5,2,13.18
83186,-153.5,38.5,2,13.353001
83187,-152.5,38.5,2,13.545001
83188,-151.5,38.5,2,13.785001
83189,-150.5,38.5,2,14.0130005
83190,-149.5,38.5,2,14.26
83191,-148.5,38.5,2,14.460001
83192,-147.5,38.5,2,14.635
83193,-146.5,38.5,2,14.733001
83194,-145.5,38.5,2,14.838
83195,-144.5,38.5,2,14.875001
83196,-143.5,38.5,2,14.893001
83197,-142.5,38.5,2,14.958001
83198,-141.5,38.5,2,14.958001
83199,-140.5,38.5,2,14.995001
83200,-139.5,38.5,2,15.015
83201,-138.5,38.5,2,15.050001
83202,-137.5,38.5,2,15.068001
83203,-136.5,38.5,2,14.9800005
83204,-135.5,38.5,2,14.883
83205,-134.5,38.5,2,14.675001
83206,-133.5,38.5,2,14.468
83207,-132.5,38.5,2,14.198001
83208,-131.5,38.5,2,13.910001
83209,-130.5,38.5,2,13.650001
83210,-129.5,38.5,2,13.3550005
83211,-128.5,38.5,2,13.055
83212,-127.5,38.5,2,12.695001
83213,-126.5,38.5,2,12.308001
83214,-125.5,38.5,2,11.983001
83215,-124.5,38.5,2,11.740001
83265,-74.5,38.5,2,6.3880005
83266,-73.5,38.5,2,7.7630005
83267,-72.5,38.5,2,9.625
83268,-71.5,38.5,2,11.570001
83269,-70.5,38.5,2,13.2630005
83270,-69.5,38.5,2,14.618001
83271,-68.5,38.5,2,15.665001
83272,-67.5,38.5,2,16.493
83273,-66.5,38.5,2,17.233002
83274,-65.5,38.5,2,17.925001
83275,-64.5,38.5,2,18.575
83276,-63.5,38.5,2,19.153002
83277,-62.5,38.5,2,19.585001
83278,-61.5,38.5,2,19.898
83279,-60.5,38.5,2,19.980001
83280,-59.5,38.5,2,20.073002
83281,-58.5,38.5,2,19.978
83282,-57.5,38.5,2,19.695002
83283,-56.5,38.5,2,19.573002
83284,-55.5,38.5,2,19.433
83285,-54.5,38.5,2,19.373001
83286,-53.5,38.5,2,19.283
83287,-52.5,38.5,2,19.173
83288,-51.5,38.5,2,19.118
83289,-50.5,38.5,2,18.955002
83290,-49.5,38.5,2,18.77
83291,-48.5,38.5,2,18.53
83292,-47.5,38.5,2,18.255001
83293,-46.5,38.5,2,18.093
83294,-45.5,38.5,2,17.833
83295,-44.5,38.5,2,17.62
83296,-43.5,38.5,2,17.418001
83297,-42.5,38.5,2,17.203001
83298,-41.5,38.5,2,17.04
83299,-40.5,38.5,2,16.845001
83300,-39.5,38.5,2,16.720001
83301,-38.5,38.5,2,16.545
83302,-37.5,38.5,2,16.428001
83303,-36.5,38.5,2,16.363
83304,-35.5,38.5,2,16.375
83305,-34.5,38.5,2,16.423
83306,-33.5,38.5,2,16.383001
83307,-32.5,38.5,2,16.285
83308,-31.5,38.5,2,16.1
83309,-30.5,38.5,2,15.918001
83310,-29.5,38.5,2,15.64
83311,-28.5,38.5,2,15.448001
83312,-27.5,38.5,2,15.280001
83313,-26.5,38.5,2,15.298
83314,-25.5,38.5,2,15.348001
83315,-24.5,38.5,2,15.338
83316,-23.5,38.5,2,15.348001
83317,-22.5,38.5,2,15.365001
83318,-21.5,38.5,2,15.303
83319,-20.5,38.5,2,15.31
83320,-19.5,38.5,2,15.328001
83321,-18.5,38.5,2,15.353001
83322,-17.5,38.5,2,15.343
83323,-16.5,38.5,2,15.223001
83324,-15.5,38.5,2,15.115001
83325,-14.5,38.5,2,14.995001
83326,-13.5,38.5,2,14.8550005
83327,-12.5,38.5,2,14.733001
83328,-11.5,38.5,2,14.608001
83329,-10.5,38.5,2,14.460001
83330,-9.5,38.5,2,14.323001
83341,1.5,38.5,2,14.243001
83342,2.5,38.5,2,14.47
83343,3.5,38.5,2,14.620001
83344,4.5,38.5,2,14.735001
83345,5.5,38.5,2,14.813001
83346,6.5,38.5,2,14.825001
83347,7.5,38.5,2,14.76
83348,8.5,38.5,2,14.700001
83349,9.5,38.5,2,14.710001
83350,10.5,38.5,2,14.525001
83351,11.5,38.5,2,14.550001
83352,12.5,38.5,2,14.628
83358,18.5,38.5,2,15.363001
83359,19.5,38.5,2,15.43
83360,20.5,38.5,2,15.635001
83365,25.5,38.5,2,15.625001
83366,26.5,38.5,2,16.148
83459,119.5,38.5,2,1.6500001
83460,120.5,38.5,2,1.468
83461,121.5,38.5,2,2.003
83462,122.5,38.5,2,2.8000002
83463,123.5,38.5,2,2.9
83469,129.5,38.5,2,7.418
83470,130.5,38.5,2,8.14
83471,131.5,38.5,2,8.723001
83472,132.5,38.5,2,9.1380005
83473,133.5,38.5,2,9.440001
83474,134.5,38.5,2,9.653001
83475,135.5,38.5,2,9.795
83476,136.5,38.5,2,9.708
83477,137.5,38.5,2,9.343
83482,142.5,38.5,2,7.6150002
83483,143.5,38.5,2,7.6450005
83484,144.5,38.5,2,8.070001
83485,145.5,38.5,2,8.558001
83486,146.5,38.5,2,9.085
83487,147.5,38.5,2,9.583
83488,148.5,38.5,2,10.09
83489,149.5,38.5,2,10.558001
83490,150.5,38.5,2,10.925
83491,151.5,38.5,2,11.213
83492,152.5,38.5,2,11.400001
83493,153.5,38.5,2,11.583
83494,154.5,38.5,2,11.818001
83495,155.5,38.5,2,11.923
83496,156.5,38.5,2,11.973001
83497,157.5,38.5,2,11.898001
83498,158.5,38.5,2,11.8880005
83499,159.5,38.5,2,11.963
83500,160.5,38.5,2,12.01
83501,161.5,38.5,2,12.088
83502,162.5,38.5,2,12.235001
83503,163.5,38.5,2,12.488001
83504,164.5,38.5,2,12.8
83505,165.5,38.5,2,13.120001
83506,166.5,38.5,2,13.323001
83507,167.5,38.5,2,13.463
83508,168.5,38.5,2,13.573001
83509,169.5,38.5,2,13.665001
83510,170.5,38.5,2,13.683001
83511,171.5,38.5,2,13.705001
83512,172.5,38.5,2,13.643001
83513,173.5,38.5,2,13.535001
83514,174.5,38.5,2,13.398001
83515,175.5,38.5,2,13.248001
83516,176.5,38.5,2,13.055
83517,177.5,38.5,2,12.910001
83518,178.5,38.5,2,12.860001
83519,179.5,38.5,2,12.868001
83520,-179.5,37.5,2,13.495001
83521,-178.5,37.5,2,13.585001
83522,-177.5,37.5,2,13.615001
83523,-176.5,37.5,2,13.613001
83524,-175.5,37.5,2,13.6
83525,-174.5,37.5,2,13.52
83526,-173.5,37.5,2,13.43
83527,-172.5,37.5,2,13.340001
83528,-171.5,37.5,2,13.31
83529,-170.5,37.5,2,13.22
83530,-169.5,37.5,2,13.150001
83531,-168.5,37.5,2,13.093
83532,-167.5,37.5,2,13.088
83533,-166.5,37.5,2,13.023001
83534,-165.5,37.5,2,13.038001
83535,-164.5,37.5,2,13.01
83536,-163.5,37.5,2,13.06
83537,-162.5,37.5,2,13.123001
83538,-161.5,37.5,2,13.203001
83539,-160.5,37.5,2,13.228001
83540,-159.5,37.5,2,13.280001
83541,-158.5,37.5,2,13.340001
83542,-157.5,37.5,2,13.380001
83543,-156.5,37.5,2,13.460001
83544,-155.5,37.5,2,13.603001
83545,-154.5,37.5,2,13.793
83546,-153.5,37.5,2,13.943001
83547,-152.5,37.5,2,14.188001
83548,-151.5,37.5,2,14.39
83549,-150.5,37.5,2,14.608001
83550,-149.5,37.5,2,14.823001
83551,-148.5,37.5,2,14.985001
83552,-147.5,37.5,2,15.170001
83553,-146.5,37.5,2,15.253
83554,-145.5,37.5,2,15.308001
83555,-144.5,37.5,2,15.368001
83556,-143.5,37.5,2,15.398001
83557,-142.5,37.5,2,15.4800005
83558,-141.5,37.5,2,15.545001
83559,-140.5,37.5,2,15.578001
83560,-139.5,37.5,2,15.618001
83561,-138.5,37.5,2,15.633
83562,-137.5,37.5,2,15.628001
83563,-136.5,37.5,2,15.488001
83564,-135.5,37.5,2,15.348001
83565,-134.5,37.5,2,15.178
83566,-133.5,37.5,2,14.9800005
83567,-132.5,37.5,2,14.755001
83568,-131.5,37.5,2,14.535001
83569,-130.5,37.5,2,14.300001
83570,-129.5,37.5,2,14.038001
83571,-128.5,37.5,2,13.728001
83572,-127.5,37.5,2,13.378
83573,-126.5,37.5,2,13.01
83574,-125.5,37.5,2,12.658001
83575,-124.5,37.5,2,12.38
83576,-123.5,37.5,2,12.193001
83626,-73.5,37.5,2,12.123
83627,-72.5,37.5,2,14.015
83628,-71.5,37.5,2,15.843
83629,-70.5,37.5,2,17.378
83630,-69.5,37.5,2,18.44
83631,-68.5,37.5,2,19.025002
83632,-67.5,37.5,2,19.305
83633,-66.5,37.5,2,19.613
83634,-65.5,37.5,2,19.79
83635,-64.5,37.5,2,19.965
83636,-63.5,37.5,2,20.165
83637,-62.5,37.5,2,20.380001
83638,-61.5,37.5,2,20.558
83639,-60.5,37.5,2,20.315
83640,-59.5,37.5,2,20.130001
83641,-58.5,37.5,2,19.883001
83642,-57.5,37.5,2,19.778002
83643,-56.5,37.5,2,19.698002
83644,-55.5,37.5,2,19.725
83645,-54.5,37.5,2,19.688002
83646,-53.5,37.5,2,19.625
83647,-52.5,37.5,2,19.45
83648,-51.5,37.5,2,19.298
83649,-50.5,37.5,2,19.035002
83650,-49.5,37.5,2,18.87
83651,-48.5,37.5,2,18.695002
83652,-47.5,37.5,2,18.563002
83653,-46.5,37.5,2,18.343
83654,-45.5,37.5,2,18.133001
83655,-44.5,37.5,2,17.868
83656,-43.5,37.5,2,17.650002
83657,-42.5,37.5,2,17.470001
83658,-41.5,37.5,2,17.29
83659,-40.5,37.5,2,17.098001
83660,-39.5,37.5,2,16.995
83661,-38.5,37.5,2,16.988
83662,-37.5,37.5,2,16.973001
83663,-36.5,37.5,2,16.970001
83664,-35.5,37.5,2,17.01
83665,-34.5,37.5,2,16.995
83666,-33.5,37.5,2,16.918001
83667,-32.5,37.5,2,16.708
83668,-31.5,37.5,2,16.475
83669,-30.5,37.5,2,16.298
83670,-29.5,37.5,2,16.073
83671,-28.5,37.5,2,15.945001
83672,-27.5,37.5,2,15.915001
83673,-26.5,37.5,2,15.918001
83674,-25.5,37.5,2,15.960001
83675,-24.5,37.5,2,15.950001
83676,-23.5,37.5,2,15.960001
83677,-22.5,37.5,2,15.943001
83678,-21.5,37.5,2,15.898001
83679,-20.5,37.5,2,15.883
83680,-19.5,37.5,2,15.878001
83681,-18.5,37.5,2,15.865001
83682,-17.5,37.5,2,15.85
83683,-16.5,37.5,2,15.790001
83684,-15.5,37.5,2,15.685
83685,-14.5,37.5,2,15.5130005
83686,-13.5,37.5,2,15.330001
83687,-12.5,37.5,2,15.215001
83688,-11.5,37.5,2,15.085001
83689,-10.5,37.5,2,14.960001
83690,-9.5,37.5,2,14.828001
83700,0.5,37.5,2,14.578001
83701,1.5,37.5,2,14.660001
83702,2.5,37.5,2,14.823001
83703,3.5,37.5,2,14.870001
83704,4.5,37.5,2,14.963
83705,5.5,37.5,2,15.018001
83706,6.5,37.5,2,15.028001
83707,7.5,37.5,2,14.968
83708,8.5,37.5,2,14.883
83709,9.5,37.5,2,14.805
83710,10.5,37.5,2,14.740001
83711,11.5,37.5,2,14.838
83712,12.5,37.5,2,14.900001
83717,17.5,37.5,2,15.633
83718,18.5,37.5,2,15.660001
83719,19.5,37.5,2,15.755001
83720,20.5,37.5,2,15.845001
83725,25.5,37.5,2,16.365002
83726,26.5,37.5,2,16.545
83823,123.5,37.5,2,3.91
83824,124.5,37.5,2,4.3630004
83830,130.5,37.5,2,9.72
83831,131.5,37.5,2,10.153001
83832,132.5,37.5,2,10.56
83833,133.5,37.5,2,10.85
83834,134.5,37.5,2,10.853001
83835,135.5,37.5,2,10.7300005
83836,136.5,37.5,2,10.46
83837,137.5,37.5,2,9.595
83841,141.5,37.5,2,9.828
83842,142.5,37.5,2,9.795
83843,143.5,37.5,2,10.225
83844,144.5,37.5,2,10.860001
83845,145.5,37.5,2,11.528001
83846,146.5,37.5,2,11.848001
83847,147.5,37.5,2,12.118001
83848,148.5,37.5,2,12.443001
83849,149.5,37.5,2,12.700001
83850,150.5,37.5,2,12.848001
83851,151.5,37.5,2,12.988001
83852,152.5,37.5,2,13.113001
83853,153.5,37.5,2,13.275001
83854,154.5,37.5,2,13.493001
83855,155.5,37.5,2,13.4800005
83856,156.5,37.5,2,13.418
83857,157.5,37.5,2,13.283001
83858,158.5,37.5,2,13.26
83859,159.5,37.5,2,13.393001
83860,160.5,37.5,2,13.538001
83861,161.5,37.5,2,13.718
83862,162.5,37.5,2,13.813001
83863,163.5,37.5,2,13.89
83864,164.5,37.5,2,13.920001
83865,165.5,37.5,2,14.02
83866,166.5,37.5,2,14.145
83867,167.5,37.5,2,14.195001
83868,168.5,37.5,2,14.240001
83869,169.5,37.5,2,14.300001
83870,170.5,37.5,2,14.325001
83871,171.5,37.5,2,14.303
83872,172.5,37.5,2,14.168
83873,173.5,37.5,2,14.103001
83874,174.5,37.5,2,13.9800005
83875,175.5,37.5,2,13.81
83876,176.5,37.5,2,13.595
83877,177.5,37.5,2,13.500001
83878,178.5,37.5,2,13.428
83879,179.5,37.5,2,13.415001
83880,-179.5,36.5,2,14.103001
83881,-178.5,36.5,2,14.153001
83882,-177.5,36.5,2,14.200001
83883,-176.5,36.5,2,14.178
83884,-175.5,36.5,2,14.1380005
83885,-174.5,36.5,2,14.038001
83886,-173.5,36.5,2,13.938001
83887,-172.5,36.5,2,13.835001
83888,-171.5,36.5,2,13.755001
83889,-170.5,36.5,2,13.658001
83890,-169.5,36.5,2,13.633
83891,-168.5,36.5,2,13.580001
83892,-167.5,36.5,2,13.538001
83893,-166.5,36.5,2,13.555
83894,-165.5,36.5,2,13.525001
83895,-164.5,36.5,2,13.525001
83896,-163.5,36.5,2,13.583
83897,-162.5,36.5,2,13.6050005
83898,-161.5,36.5,2,13.655001
83899,-160.5,36.5,2,13.708
83900,-159.5,36.5,2,13.808001
83901,-158.5,36.5,2,13.918
83902,-157.5,36.5,2,13.985001
83903,-156.5,36.5,2,14.055
83904,-155.5,36.5,2,14.165001
83905,-154.5,36.5,2,14.358001
83906,-153.5,36.5,2,14.585001
83907,-152.5,36.5,2,14.828001
83908,-151.5,36.5,2,15.055
83909,-150.5,36.5,2,15.290001
83910,-149.5,36.5,2,15.540001
83911,-148.5,36.5,2,15.693001
83912,-147.5,36.5,2,15.833001
83913,-146.5,36.5,2,15.905001
83914,-145.5,36.5,2,15.958001
83915,-144.5,36.5,2,15.958001
83916,-143.5,36.5,2,15.993001
83917,-142.5,36.5,2,16.063002
